Country,Postal Code,State,University,altfooter,audience,auto-migrated,city,code_repositories,country,currency,dates,displaytext,download_links,headerimage,lang,layout,leaders,leaders_list,level,license,maintenance,meeting-plaform,meeting-platform,meetup,meetup group,meetup-group,order,permalink,pitch,postal-code,pricing,project,project_classification,redirect_from,ref,region,repo,sidebar_type,site_side,social_facebook,social_linkedin,social_meetup,social_twitter,social_youtube,source_file,spnews,state,tabtext,tag,tags,title,type,url,video1,video2
,,,,,,,,,Kingdom of Saudi Arabia,Asia,,,,,,col-sidebar,,"Aatif Khan, Rayed Almutiry",3,,,,,,,owasp-riyadh-meetup-group,,,,,,,,,,Asia,OWASP/www-chapter-riyadh,,True,,,https://www.meetup.com/owasp-riyadh-meetup-group/,,,"index.md, info.md, leaders.md",,,,,riyadh,OWASP Riyadh,,,,
,,,,,,,,"https://github.com/OWASP/www-chapter-bristol-uk, https://github.com/OWASP/www-chapter-bristol-uk/tree/main/assets/slides",United Kingdom,,,,,,,col-sidebar,,"Craig Francis, Jon Gadsden",,,,,,,,OWASP-Bristol,,,"This OWASP Chapter meets in person at various locations in Bristol, England.",,,,,,,Europe,OWASP/www-chapter-bristol-uk,,,,https://www.linkedin.com/groups/8409530/,https://www.meetup.com/owasp-bristol/,,,"index.md, info.md, leaders.md",,,,,bristol-tag,OWASP Bristol,,,,
,,,,,,,,,,,,,,,,col-sidebar,,,0,,,,,,,owasp-cuttack-chapter,,,,,,,,,,Asia,OWASP/www-chapter-cuttack,,,https://www.facebook.com/OwaspCuttack/,,https://www.meetup.com/owasp-cuttack-chapter//,,https://www.youtube.com/channel/UCuFRwEdUG2SBeiA9_je66lw/,"index.md, info.md, leaders.md",,,,,ctc,OWASP Cuttack,,,,
,,,,,,1,,,,,,,,,,col-sidebar,,,0,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-east-sweden,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP East Sweden,,,,
,,,,,,1,,,,,,,,,,col-sidebar,,,0,,,,,,,,,,,,,,,,,Middle East,OWASP/www-chapter-kumaun-region,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Kumaun Region,,,,
,,,,,,1,,,,,,,,,,col-sidebar,,,0,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-lithuania,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Lithuania,,,,
,,,,,,,,,Romania,,,,,,,col-sidebar,,,0,,,,,,,owasp-cluj-napoca-chapter,,,,,,,,,,Europe,OWASP/www-chapter-cluj,,,,,https://www.meetup.com/owasp-cluj-napoca-chapter/,https://twitter.com/OWASPCluj,,"index.md, info.md, leaders.md",,,,,,OWASP Cluj-Napoca,,,,
,,,,,,,,,United Kingdom,gb,,,,,,col-sidebar,,"Wojciech T Cichon, David Flint, Matt Brompton",,,,,,,,OWASP-Suffolk-Chapter,,,,,,,,,,Europe,OWASP/www-chapter-suffolk,,True,,,https://www.meetup.com/OWASP-Suffolk-Chapter/,https://twitter.com/owaspsuffolk,https://www.youtube.com/channel/UCGU_bGraZZZc37pQytdaH6w,"index.md, info.md, leaders.md",,,,,suffolk,OWASP Suffolk,,,,
,,,,,,1,,,,,,,,,,col-sidebar,,,0,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-malta,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Malta,,,,
,,,,,,,,,Belgium,,,,,,,col-sidebar,,"Lieven Desmet, Bart De Win, David Mathy, Stella Dineva, Maxim Baele",3,,,,,,,belgium-owasp-meetup-group,,,,,,,,,,Europe,OWASP/www-chapter-belgium,,,,,,,,"index.md, info.md, leaders.md",,,,,belgium,OWASP Belgium,,,,
,,,,,,1,,,,,,,,,,col-sidebar,,,0,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-canary-islands,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Canary Islands,,,,
,,,,,,,,,,,,,,,,col-sidebar,,,,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-armenia,,,https://www.facebook.com/groups/OWASP.Armenia/,,,,,"index.md, info.md, leaders.md",,,,,armenia,OWASP Armenia,,,,
,,,,,,,,,Germany,,,,,,,col-sidebar,,"Tobias Glemser, Bastian Braun, Bjoern Kimminich, Jan Wolff, Dirk Wetter",4,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-germany,,,,https://www.linkedin.com/company/owasp-germany/,,,https://www.youtube.com/channel/UCO7VtjaFHkfsDNZEFg9OssQ,"index.md, info.md, leaders.md",,,,,germany,OWASP Germany,,,,
,,,,,,,,https://github.com/OWASP/www-chapter-birmingham-uk/tree/master/assets/slides,United Kingdom,,,,,,,col-sidebar,,"Jim Gumbley, Nathan Britton",3,,,,,,,meetup-group-OWASP-Birmingham,,,,,,,,,,Europe,OWASP/www-chapter-birmingham-uk,,,,https://www.linkedin.com/groups/13735213/,https://www.meetup.com/meetup-group-OWASP-Birmingham/,https://twitter.com/OWASPBirmingham,https://www.youtube.com/channel/UCY1-o8cZCNgaMxEoILYYSHA,"index.md, info.md, leaders.md",,,,,birmingham-uk,"OWASP Birmingham, UK",,,,
,,,,,,,,https://github.com/OWASP/www-chapter-cambridge,United Kingdom,,,,,,,col-sidebar,,"Adrian Winckles, Steven Van der Baan, Ozhan Sisic",4,,,,,,,owasp-cambridge-meetup,,,,,,,,,,Europe,OWASP/www-chapter-cambridge,,,,,https://www.meetup.com/OWASP-Cambridge-Meetup/,https://twitter.com/owaspcambs,,"index.md, info.md, leaders.md",,,,,Cambridge,OWASP Cambridge,,,,
,,,,,,,,,Czech Republic,,,,,,,col-sidebar,,"Daniel Macs, Jan Kopecky, Jan Masarik, Martin Klubal, Kamil Vavra",3,,,,,,,owasp-czech-republic-meetup-group,,,,,,,,,,Europe,OWASP/www-chapter-czech-republic,,,,,https://www.meetup.com/owasp-czech-republic-meetup-group/,https://twitter.com/OWASP_Czech,,"index.md, info.md, leaders.md",,,,,czech,OWASP Czech Republic,,,,
,,,,,,1,,,,,,,,,,col-sidebar,,,0,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-cyprus,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Cyprus,,,,
,,,,,,,,"https://github.com/OWASP/www-chapter-geneva, https://github.com/OWASP/www-chapter-geneva/tree/master/assets/slides",Switzerland,,,,,,,col-sidebar,,,,,,,,,,owasp-geneva,,,,,,,,,,Europe,OWASP/www-chapter-geneva,,True,,https://www.linkedin.com/groups/5065030/,https://www.meetup.com/OWASP-Geneva-Chapter/,https://twitter.com/owasp_geneva,,"index.md, info.md, leaders.md",,,,,"home, geneva",OWASP Geneva,,,,
,,,,,,,,https://github.com/OWASP/www-chapter-aarhus,Denmark,,,,,,,col-sidebar,,"Dennis Perto, Thomas Ljungberg Kristensen, Bjarke Petersen",0,,,,,,,OWASP-Aarhus-Chapter,,,,,,,,,,Europe,OWASP/www-chapter-aarhus,,,,,https://www.meetup.com/OWASP-Aarhus-Chapter,,,"index.md, info.md, leaders.md",,,,,Aarhus,OWASP Aarhus,,,,
,,,,,,,,,France,,,,,,,col-sidebar,,"Sebastien Gioria, Didier Bernaudeau, Yvan Phelizot",0,,,,,,,owasp-france,,,,,,,,,,Europe,OWASP/www-chapter-france,,True,,https://www.linkedin.com/groups/1638517,https://www.meetup.com/owasp-france,https://twitter.com/OWASP_France,,"index.md, info.md, leaders.md",,,,,"home, france",OWASP France,,,,
,,,,,,,,,Sweden,,,,,,,col-sidebar,,"Dennis Dubrefjord, Jonas Magazinius, Johanna Abrahamsson",0,,,,,,,owasp-gothenburg-meetup-group,,,,,,,,,,Europe,OWASP/www-chapter-gothenburg,,,https://www.facebook.com/owaspgbg/,,https://www.meetup.com/OWASP-Goteborg-Meetup-Group/,https://twitter.com/owaspgbg,http://www.youtube.com/user/owaspgbg,"index.md, info.md, leaders.md",,,,,gothenburg,OWASP Gothenburg,,,,
,,,,,,,,,Finland,,,,,,,col-sidebar,,"Pekka Sillanpää, Lasse Korvala, Petri Koistinen",0,,,,,,,OWASP-Helsinki-Chapter,,,,,,,,,,Europe,OWASP/www-chapter-helsinki,,,,,https://www.meetup.com/OWASP-Helsinki-Chapter/,,,"index.md, info.md, leaders.md",,,,,helsinki,OWASP Helsinki,,,,
,,,,,,,,,Greece,eur,,,,,,col-sidebar,,,,,,,,,,owasp-greece-meetup-group,,,,,,,,,,Europe,OWASP/www-chapter-greece,,,https://www.facebook.com/OwaspGreece/,,https://www.meetup.com/owasp-greece-meetup-group/,,,"index.md, info.md, leaders.md",,,,,greece,OWASP Greece,,,,
,,,,,,,,https://github.com/OWASP/www-chapter-hungary,Hungary,HUF,,,,,,col-sidebar,,"Timur Khrotko, Peter Nyilasy",3,,,,,,,OWASP-HU,,,,,,,,,,Europe,OWASP/www-chapter-hungary,,True,https://www.facebook.com/owasp.hu,http://www.linkedin.com/groups?gid=4692397,https://www.meetup.com/OWASP-HU/,,https://www.youtube.com/channel/UCz82feq2hvESJcw08DBf0RA,"index.md, info.md, leaders.md",,,,,"budapest, hungary",OWASP Hungary,,,,
,,,,,,,,,Ireland,,,,,,,col-sidebar,,"Vaibhav Gupta, Antonio Stano",0,,,,,,,OWASP-Dublin,,,,,,,,,,Europe,OWASP/www-chapter-dublin,,,https://www.facebook.com/owaspireland,,http://www.meetup.com/OWASP-Dublin,https://twitter.com/owaspireland,,"index.md, info.md, leaders.md",,,,,dublin,OWASP Dublin,,,,
,,,,,,1,,,,,,,,,,col-sidebar,,,0,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-latvia,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Latvia,,,,
,,,,,,,,,United Kingdom,gbp,,,,,,col-sidebar,,"Simon Woods, Andrew Gilhooley",3,,,,,,,OWASP-Leeds-Chapter,,,,,,,,,,Europe,OWASP/www-chapter-leeds-uk,,True,,,https://www.meetup.com/OWASP-Leeds-Chapter/,,,"index.md, info.md, leaders.md",,,,,leeds,"OWASP Leeds, UK",,,,
,,,,,,,,,Italy,,,,,,,col-sidebar,,"Matteo Meucci, Davide Ariu",0,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-italy,,True,,,https://www.meetup.com/owasp-italy-meetup-group/,,,"index.md, info.md, leaders.md",,,,,"home, Italy",OWASP Italy,,,,
,,,,,,,,,Norway,,,,,,,col-sidebar,,"Erlend Oftedal, Ståle Pettersen, Eivind Arvesen, Jostein Tveit, Knut Vardenær",,,,,,,,owasp-oslo,,,,0010,,,,,,Europe,OWASP/www-chapter-oslo,,,,,https://www.meetup.com/owasp-oslo/,https://twitter.com/OWASP_Norge,https://www.youtube.com/channel/UCstlrGTffzbSMIU3R-Bt13w,"index.md, info.md, leaders.md",,,,,"norway, oslo",OWASP Oslo,,,,
,,,,,,,,"https://github.com/OWASP/www-chapter-london, https://github.com/OWASP/www-chapter-london/tree/master/assets/slides",United Kingdom,gbp,,,,,,col-sidebar,,"Sherif Mansour, Sam Stepanyan, Andra Lezza",3,,,,,,,OWASP-London,,,,SW1V 3QW,,,,,,Europe,OWASP/www-chapter-london,,True,https://www.facebook.com/OWASPLondon,https://www.linkedin.com/company/owasplondon,https://www.meetup.com/OWASP-London/,https://twitter.com/owasplondon,https://www.youtube.com/channel/UC-CfoAEpdpkB_jYrydYrqSA,"index.md, info.md, leaders.md",,,,,london,OWASP London,,,,
,,,,,,,,,,,,,,,,col-sidebar,,,,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-luxembourg,,,,,https://www.meetup.com/owasp-luxembourg-group/,https://twitter.com/LuxembourgOwasp,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Luxembourg,,,,
,,,,,,,,,Netherlands,,,,,,,col-sidebar,,"Edwin Gozeling, Irfaan Santoe, Joren Poll, Priyam Awasthy",,,,,,,,OWASP-Chapter-Netherlands-Meetup,,,,,,,,,,Europe,OWASP/www-chapter-netherlands,,,,,https://www.meetup.com/OWASP-Chapter-Netherlands-Meetup/,https://twitter.com/owasp_nl,https://www.youtube.com/c/OWASPNetherlands,"index.md, info.md, leaders.md",,,,,netherlands,OWASP Netherlands,,,,
,,,,,,,,,Ukraine,,,,,,,col-sidebar,,"Igor Beliaiev, Bohdan Serednytski, Stanislav Breslavskyi",0,,,,,,,owasp-lviv-meetup-group,,,,,,,,,,Europe,OWASP/www-chapter-lviv,,,,,https://www.meetup.com/owasp-lviv-meetup-group/,,,"index.md, info.md, leaders.md",,,,,supporters-tag tab_cfp past2021-tag past2020-tag past2019-tag past2018-tag,OWASP Lviv,,,,
,,,,,,,,,United Kingdom,,,,,,,col-sidebar,,"Dan Smart, Paul Johnston, Saira Hassan, Saskia Coplans, Wesley Parsons",,,,,,,,owasp-manchester-uk-chapter,,,,,,,,,,Europe,OWASP/www-chapter-manchester,,,,https://www.linkedin.com/company/owasp-manchester/,https://www.meetup.com/owasp-manchester-uk-chapter/,,https://www.youtube.com/@owaspmanchester3052,"index.md, info.md, leaders.md",,,,,manchester,OWASP Manchester,,,,
,,,,True,,,,,United Kingdom,,,,,,,col-sidebar,,"Ade Wheldon, Dan Mullen, Simon Gurney",4,,,,,,,OWASP-Newcastle-Chapter,,,,,,,,,,Europe,OWASP/www-chapter-newcastle-uk,,,,,https://www.meetup.com/OWASP-Newcastle-Chapter/,,,"index.md, info.md, leaders.md",,,,,newcastle,OWASP Newcastle (UK),,,,
,,,,,,,,,Poland,,,,,,,col-sidebar,,"Daniel Krasnokucki, Michal Kurek, Wojciech Dworakowski, Michał Olczak",,,,,,,,owasp-poland,,,,,,,,,,Europe,OWASP/www-chapter-poland,,,https://www.facebook.com/OWASP.Poland,https://www.linkedin.com/groups/8179731/,https://www.meetup.com/pl-PL/owasp-poland/,https://twitter.com/owasppoland,https://www.youtube.com/channel/UCna7lZrm1ZZ1NmSkZML-JWw,"index.md, info.md, leaders.md",,,,,poland,OWASP Poland,,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,,4,,,,,,,,,,,,,,Flagship,,,Europe,OWASP/www-chapter-bucharest,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Bucharest,,,,
,,,,,,1,,,,,,,,,,col-sidebar,,,0,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-turkey,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Turkey,,,,
,,,,,,,,https://github.com/OWASP/www-chapter-scotland/,Scotland,gbp,,,,,,col-sidebar,,"Sean Wright, Rob Jansson, James Slaughter",4,,,,eventbrite,,,,,,,,,,,,,Europe,OWASP/www-chapter-scotland,,,,,,https://twitter.com/OWASPScotland,,"index.md, info.md, leaders.md",,,,,scotland,OWASP Scotland,,,,
,,,,,,1,,,,,,,,,,col-sidebar,,,0,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-ukraine,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Ukraine,,,,
,,,,,,,,,Sweden,,,,,,,col-sidebar,,"Markus Örebrand, Magnus Hultdin",,,,,,,,OWASP-Umea-Chapter,,,,,,,,,,Europe,OWASP/www-chapter-umea,,,,,https://www.meetup.com/OWASP-Umea-Chapter/,,,"index.md, info.md, leaders.md",,,,,sweden,OWASP Umea,,,,
,,,,,,,,"https://github.com/OWASP/www-chapter-switzerland, https://github.com/OWASP/www-chapter-switzerland/tree/master/assets/slides",Switzerland,eur,,,,,,col-sidebar,,"Patrick Steger, Sven Vetsch, Manuel Walder, Federico Casano",,,,,,,,OWASPSwitzerland,,,,,,,,,,Europe,OWASP/www-chapter-switzerland,,,,,https://www.meetup.com/OWASPSwitzerland/,https://twitter.com/owasp_ch,https://www.youtube.com/channel/UCut4rjo2pUSdtnX3hUbi9_Q,"index.md, info.md, leaders.md",,,,,switzerland,OWASP Switzerland,,,,
,,,,,,,,"https://github.com/owasp/www-chapter-tbilisi, https://github.com/owasp-tbilisi/Presentations",Georgia,,,,,,,col-sidebar,,,,,,,,,,OWASP-Tbilisi-Chapter,,,,,,,,,,Asia,OWASP/www-chapter-tbilisi,,,,,https://www.meetup.com/OWASP-Tbilisi-Chapter,,,"index.md, info.md, leaders.md",,,,,tbilisi,OWASP Tbilisi,,,,
,,,,,,,,,Romania,,,,,,,col-sidebar,,"Catalin Curelaru, Daniel Ilies",,,,,,,,OWASP-Timisoara-Chapter,,,,,,,,,,Europe,OWASP/www-chapter-timisoara,,,,,https://www.meetup.com/OWASP-Timisoara-Chapter/,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Timisoara,,,,
,,,,,,,,https://github.com/OWASP/www-chapter-ankara,Turkey,,,,,,,col-sidebar,,Alper Basaran,,,,,,,,OWASP-Ankara-Chapter,,,,,,,,,,Asia,OWASP/www-chapter-ankara,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Ankara,,,,
,,,,,,,,,Spain,,,,,,,col-sidebar,,"Juan Jose Domenech, Ramon Salado",3,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-sevilla,,,,,,https://twitter.com/OWASP_Sevilla,,"index.md, info.md, leaders.md",,,,,Sevilla,OWASP Sevilla,,,,
,,,,,,,,,Sweden,,,,,,,col-sidebar,,"Shane Murnion, Davis Freimanis, Henrik Åslund, Akzharkyn Duisembiyeva, Naime Surenkok, Sanjin Medic, Nikolaos Alexiou, Sebastian Åkerman, Henrik Åmark, Emelie Widegren, Philip Törner, Pontus Thulin, Mattias Bergling, John Wilander",1,,,,,,,owasp-stockholm,,,,,,,,,,Europe,OWASP/www-chapter-stockholm,,,,https://www.linkedin.com/company/owasp-stockholm/,https://www.meetup.com/owasp-stockholm/,https://twitter.com/owaspstockholm,https://www.youtube.com/c/OWASPStockholm,"index.md, info.md, leaders.md",,,,,past_events,OWASP Stockholm,,,,
,,,,,,,,,Bulgaria,,,,,,,col-sidebar,,"Miglen Evlogiev, Todor Todorov, Martin Stoynov",,,,,,,,owasp-sofia-chapter,,,,,,,,,,Europe,OWASP/www-chapter-sofia,,,,,https://www.meetup.com/OWASP-Sofia-Chapter/,,,"index.md, info.md, leaders.md",,,,,sofia bulgaria,OWASP Sofia,,,,
,,,,,,,,,Ukraine,,,,,,,col-sidebar,,"Dmytro Diordiichuk, Ihor Bliumental, Kyrylo Hobreniak, Korolenko Sergiy, Anatolii Bereziuk",0,,,,,,,kyiv-meetup-group,,,,,,,,,,Europe,OWASP/www-chapter-kyiv,,,,,https://www.meetup.com/kyiv-meetup-group/,,,"index.md, info.md, leaders.md",,,,,supporters-tag past2021-tag past2020-tag past2019-tag past2018-tag past2017-tag,OWASP Kyiv,,,,
,,,,,,,,,,,,,,,,col-sidebar,,,,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-cork,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Cork,,,,
,,,,,,1,,,Macedonia,,,,,,,col-sidebar,,,0,,,,,,,OWASP-Macedonia,,,,,,,,,,Europe,OWASP/www-chapter-macedonia,,,,,https://www.meetup.com/OWASP-Macedonia/,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Macedonia,,,,
,,,,,,1,,,,,,,,,,col-sidebar,,,0,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-odessa,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Odessa,,,,
,,,,,,,,,United Kingdom,,,,,,,col-sidebar,,"Philip O'Kane, Denis Podgurskii, Gary Robinson",0,,,,,,,OWASP-Belfast,,,,,,,,,,Europe,OWASP/www-chapter-belfast,,,,,https://www.meetup.com/OWASP-Belfast/,https://twitter.com/OWASPBelfast,,"index.md, info.md, leaders.md",,,,,"pastevents, supporter",OWASP Belfast,,,,
,,,,,,,,,,,,,,,,col-sidebar,,,,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-madrid,,,,,https://www.meetup.com/es-ES/OWASP-Madrid/,https://twitter.com/owaspmadrid,,"index.md, info.md, leaders.md",,,,,madrid,OWASP Madrid,,,,
,,,,,,,,,United Kingdom,gbp,,,,,,col-sidebar,,"Alexios Mylonas, Mike Warner, Arron Johnson, Daryl Angel, Nigel Kay",4,,,,,,,OWASP-Dorset-Chapter,,,,,,,,,,Europe,OWASP/www-chapter-dorset,,True,,https://www.linkedin.com/company/owasp-dorset,https://www.meetup.com/OWASP-Dorset-Chapter/,https://twitter.com/OWASP,https://www.youtube.com/channel/UCMKP6kbpkx3yC2K5u0bHE1g,"index.md, info.md, leaders.md",,,,,dorset chapter events meetup ctf security inclusive,OWASP Dorset,,,,
,,,,,,,,,Peru,,,,,,,col-sidebar,,"Yehude Huayhua Jurado, Everth Gallegos Puma, David Alain Franco Ochoa, Rony Villafuerte Serna",0,,,,,,,owasp-cusco-meetup-group,,,,,,,,,,South America,OWASP/www-chapter-cusco,,,https://www.facebook.com/OwaspCusco/,,https://www.meetup.com/owasp-cusco-meetup-group/,https://twitter.com/owaspcusco,,"index.md, info.md, leaders.md",,,,,"Cusco, LATAM",OWASP Cusco,,,,
,,,,True,,,,,USA,usd,,,,,,col-sidebar,,"Bradley McMahon, Steven Legg",3,,,,,,,OWASP-Oakland-County-Chapter,,,,48033,,,,,,North America,OWASP/www-chapter-oakland-county,,True,,,,,,"index.md, info.md, leaders.md",,,,,,OWASP Oakland County,,,,
,,,,,,1,,,Spain,,,,,,,col-sidebar,,,0,,,,,,,OWASP-Zaragoza-Chapter,,,,,,,,,,Europe,OWASP/www-chapter-zaragoza,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Zaragoza,,,,
,,,,,,,,,Colombia,,,,,,,col-sidebar,,"Rafael Monterroza, Carlos Arenas, Brandon Perez",4,,,,,,,OWASP-Cartagena-Chapter,,,,,,,,,,South America,OWASP/www-chapter-cartagena,,,,,https://www.meetup.com/es/OWASP-Cartagena-Chapter/,,,"index.md, info.md, leaders.md",,,,,cartagena-tag meetings-tag,OWASP Cartagena,,,,
,,,,,,,,,Canada,,,,,,,col-sidebar,,"Vinod Tiwari, Ajit Sharma",,,,,,,,owasp-waterloo-meetup-group,,,,,,,,,,North America,OWASP/www-chapter-waterloo,,,,,https://www.meetup.com/owasp-waterloo-meetup-group/,,,"index.md, info.md, leaders.md",,,,,ykf,OWASP Waterloo,,,,
,,,,,,1,,,Ireland,,,,,,,col-sidebar,,,0,,,,,,,OWASP-Letterkenny-Chapter,,,,,,,,,,Europe,OWASP/www-chapter-letterkenny,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Letterkenny,,,,
,,,,,,1,,,,,,,,,,col-sidebar,,,0,,,,,,,,,,,,,,,,,United States,OWASP/www-chapter-central-pennsylvania,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Central Pennsylvania,,,,
,,,,,,,,,Austria,,,,,,,col-sidebar,,,4,,,,,,,OWASP-Vienna-Chapter,,,,,,,,,,Europe,OWASP/www-chapter-vienna-old,,,,,https://www.meetup.com/OWASP-Vienna-Chapter/,https://twitter.com/OWASPVienna,,"index.md, info.md, leaders.md",,,,,,OWASP Vienna,,,,
,,,,,,1,,,,,,,,,,col-sidebar,,,0,,,,,,,,,,,,,,,,,United States,OWASP/www-chapter-biloxi-gulfport,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Biloxi-Gulfport,,,,
,,,,,,,,,Ukraine,,,,,,,col-sidebar,,"Bohdan Nikitenko, Julia Potapenko",0,,,,,,,OWASP-Zhytomyr-Chapter,,,,,,,,,,Europe,OWASP/www-chapter-zhytomyr,,,https://www.facebook.com/owaspzhytomyr/,,https://www.meetup.com/OWASP-Zhytomyr-Chapter/,,,"index.md, info.md, leaders.md",,,,,supporters-tag cfp-tag past2019-tag past2020-tag past2021-tag past2021-tag past2022-tag event2023-tag past2023-tag,OWASP Zhytomyr,,,,
,,,,,,,,,Ecuador,,,,,,,col-sidebar,,,0,,,,,,,OWASP-Quito,,,,,,,,,,South America,OWASP/www-chapter-quito,,,http://www.facebook.com/OWASPQuito,http://www.linkedin.com/company/owasp-quito,http://www.meetup.com/OWASP-Quito,http://twitter.com/owasp_Quito,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Quito,,,,
,,,,,,,,,Yemen,,,,,,,col-sidebar,,,0,,,,,,,OWASP-Sanaa-Chapter,,,,,,,,,,Asia,OWASP/www-chapter-sanaa,,,,,,,,"index.md, info.md, leaders.md",,,,,Sanaa,OWASP Sanaa,,,,
,,,,,,1,,,,,,,,,,col-sidebar,,,0,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-almeria,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Almeria,,,,
,,,,,,0,,,,,,,,,,col-sidebar,,,0,,,,,,,OWASP-Miami-Chapter,,,,33165,,,,,,North America,OWASP/www-chapter-miami,,,,,https://www.meetup.com/OWASP-Miami-Chapter/,https://twitter.com/OWASPMiami,,"index.md, info.md, leaders.md",,,,,Miami,OWASP Miami,,,,
,,,,,,,,,United Kingdom,gbp,,,,,,col-sidebar,,"Brian McGlone, Miroslaw Malinowski, Christo Panchev, Daniel Reece",3,,,,,,,OWASP-Warwick,,,,CV4 7AL,,,,,,Europe,OWASP/www-chapter-warwick,,,,,,https://twitter.com/OWASPWarwickUK,,"index.md, info.md, leaders.md",,,,,Warwick,OWASP Warwick,,,,
,,,,,,0,,,Chile,,,,,,,col-sidebar,,,0,,,,,,,OWASP-Vina-del-Mar-Chapter,,,,,,,,,,South America,OWASP/www-chapter-vina-del-mar,,,,,https://www.meetup.com/es/OWASP-Vina-del-Mar-Chapter/,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Vina Del Mar,,,,
,,,,,"Builder, Defender",,,https://github.com/SecurityRAT/SecurityRAT,,,,,,,,col-sidebar,,"Daniel Kefer, René Reuter, Jay Mbolda, Luis Felger",2,Apache 2.0,,,,,,,,,"OWASP SecurityRAT is a tool used by development teams, helping them master security requirements during development.",,,True,Incubator,,,,OWASP/www-project-securityrat,Tool,,,,,,,"index.md, info.md, leaders.md",,,,,securityrat,OWASP SecurityRAT,tool,,,
,,,,,,,,,United Kingdom,,,,,,,col-sidebar,,,0,,,,,,,OWASP-Liverpool-Chapter,,,,,,,,,,Europe,OWASP/www-chapter-liverpool,,,,,https://www.meetup.com/OWASP-Liverpool-Chapter,,,"index.md, info.md, leaders.md",,,,,Liverpool,OWASP Liverpool,,,,
,,,,,,0,,,Qatar,,,,,,,col-sidebar,,"Abdulla Al-Emadi, Ashraf Aboukass",3,,,,,,,OWASP-Doha-Chapter,,,,,,,,,,Asia,OWASP/www-chapter-doha,,,,,https://www.meetup.com/OWASP-Doha-Chapter/,https://twitter.com/DohaOwasp,,"index.md, info.md, leaders.md",,,,,doha,OWASP Doha,,,,
,,,,,,,,,United States,,,,,,,col-sidebar,,,0,,,,,,,,,,,,,,,,,North America,OWASP/www-chapter-marquette,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Marquette,,,,
,,,,,,,,,USA,,,,,,,col-sidebar,,,0,,,,,,,OWASP-Manchester-NH,,,,1601,,,,,,North America,OWASP/www-chapter-manchester-nh,,,,,https://www.meetup.com/OWASP-Manchester-NH/,,,"index.md, info.md, leaders.md",,,,,manchester,OWASP Manchester NH,,,,
,,,,,,1,,,USA,,,,,,,col-sidebar,,,0,,,,,,,OWASP-San-Fernando-Valley-Chapter,,,,91403,,,,,,United States,OWASP/www-chapter-san-fernando-valley,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP San Fernando Valley,,,,
